Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-046140,2018-09,09/27/2018 08:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3933,S BROADWAY,16,ST ALEXIUS HOSPITAL, ,3933,BROADWAY,897890.5,1001421
18-046021,2018-09,09/27/2018 08:00,Y, , ,1, ,183260,4,DRUGS-SALE/METHAMPHETAMINE,1915,OLIVE ST,36, ,HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-045966,2018-09,09/27/2018 08:30,Y, , ,1, ,263299,2,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,I 44 EASTBOUND / S VANDEVENTER,13, , , , ,888838.9,1014234
18-045973,2018-09,09/27/2018 08:41,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,4100,GRAVOIS AVE,16, , ,4100,GRAVOIS,889986.9,1003390
18-046044,2018-09,09/27/2018 09:00,Y, , ,1, , 51112,4,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3522,BLAIR AVE,65, , ,3522,BLAIR,906052.5,1029222
18-046061,2018-09,09/27/2018 09:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4454,LINDELL BLVD,38, , ,4454,LINDELL,889762,1022525
18-046084,2018-09,09/27/2018 09:00,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5335,PATTON AVE,50, , ,5335,PATTON,886623.5,1032299
18-046168,2018-09,09/27/2018 09:00,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,3312,MERAMEC ST,16,@TWICE LESS RESALE, ,3312,MERAMEC,894035.8,1000263
18-045986,2018-09,09/27/2018 09:30,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4257,W KENNERLY AVE,57, ,1ST,4257,KENNERLY,895432.3,1029317
18-045994,2018-09,09/27/2018 09:47,Y, , ,1, , 31421,6,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,4441,CATHERINE PL,69, , ,4441,CATHERINE,896900.3,1037279
18-046013,2018-09,09/27/2018 10:00,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",2600,N SARAH ST,56, , ,4057,COTTAGE,896408.8,1028277
18-046001,2018-09,09/27/2018 10:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,918,UNION BLVD,51, ,@SOLDAN HIGH SCHOOL,918,UNION,885248.8,1027486
18-046094,2018-09,09/27/2018 10:08,Y, , ,1, , 92000,4,SIMPLE ASSAULT-HARRASSMENT,701,CONVENTION PZ,35, ,@EDWARD JONES DOME, , ,908773.3,1019107
18-045996,2018-09,09/27/2018 11:07,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,5699,THEODORE AVE,72, , , , ,890838.6,1043349
18-045998,2018-09,09/27/2018 11:35,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,1100,WASHINGTON AVE,35, , , , ,907252.9,1018795
18-046028,2018-09,09/27/2018 11:40,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,7005,WEIL AVE,9, ,APT 301,7005,WEIL,872672.4,1003082
18-046000,2018-09,09/27/2018 11:56,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,I 44 WESTBOUND / LAFAYETTE AVE,32, , , , ,902593.5,1012532
18-046003,2018-09,09/27/2018 12:53,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,200,N 4TH ST,35, ,@HOTEL- CROWNE PLAZA DOWNTOWN,200,4TH,909518.1,1017323
18-046653,2018-09,09/27/2018 13:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",2719,CHEROKEE ST,19, , ,2719,CHEROKEE,897792.5,1005220
18-046023,2018-09,09/27/2018 13:40,Y, , ,1, , 69703,3,LARCENY-ALL OTH/FRM PRSN/UNDER $500,2916,GRAVOIS AVE,30,IMOS, , , ,896983.6,1007837
18-046020,2018-09,09/27/2018 13:47,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1100,LOCUST ST,35, , , , ,907144.1,1018359
18-046014,2018-09,09/27/2018 13:55,Y, , ,1, ,250000,4,LOITERING-BEGGING,911,WASHINGTON AVE,35,OVER/UNDER RESTAURANT,@BAR- OVER AND UNDER, , ,907862.8,1018911
18-046066,2018-09,09/27/2018 14:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",2617,CHEROKEE ST,19, , ,2617,CHEROKEE,898450.9,1005111
18-046062,2018-09,09/27/2018 14:00,Y, , ,1, ,121000,2,EMBEZZLEMENT-VALUE OVER $150,1000,HAMPTON AVE,41, ,@IMOS - HAMPTON,1000,HAMPTON,881153.4,1018521
18-046024,2018-09,09/27/2018 14:10,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,S KINGSHIGHWAY BLVD / MANCHEST,39, , , , ,887364.3,1016804
18-046205,2018-09,09/27/2018 14:30,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,4288,E KOSSUTH AVE,68, , ,4288,KOSSUTH,897198.8,1033583
18-046038,2018-09,09/27/2018 14:47,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,3619,MCDONALD AVE,15, , ,3619,MCDONALD,893354.5,1006103
18-046221,2018-09,09/27/2018 15:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4431,FARLIN AVE,69, , ,4431,FARLIN,895829.1,1034105
18-046040,2018-09,09/27/2018 16:00,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,4255,HAMPTON AVE,8, ,@TARGET,4255,HAMPTON,878653.4,1004650
18-046115,2018-09,09/27/2018 16:00,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4255,HAMPTON AVE,8,TARGET, ,4255,HAMPTON,878653.4,1004650
18-046364,2018-09,09/27/2018 16:00,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",4307,S GRAND BLVD,16, , ,4307,GRAND,892904.4,999910.7
18-046048,2018-09,09/27/2018 16:58,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3465,GASCONADE ST,16, ,APT 3W,3465,GASCONADE,893319.2,1001215
18-046067,2018-09,09/27/2018 17:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2356,VIRGINIA AVE,25, , ,2356,VIRGINIA,895913.8,1010155
18-046065,2018-09,09/27/2018 17:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3308,SHENANDOAH AVE,25, , ,3308,SHENANDOAH,895784.8,1010684
18-046053,2018-09,09/27/2018 17:00,Y, , ,1, , 66701,6,LARCENY-BICYCLES UNDER $500,5510,GILMORE AVE,72, , ,5510,GILMORE,892029.3,1044911
18-046046,2018-09,09/27/2018 17:09,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,ARSENAL ST / I 55 SOUTHBOUND,22, ,ALIAS SB 55/ARSENAL ST CITY, , ,901454.8,1006277
18-046043,2018-09,09/27/2018 17:20,Y, , ,1, ,250000,1,LOITERING-BEGGING,3600,GERMANIA ST,1,BOULEVARD HEIGHTS,HIGHWAY 55 NORTHBOUND EXIT RAMP, , ,885987.1,990531.8
18-046047,2018-09,09/27/2018 17:30,Y, , ,1, ,250000,1,LOITERING-BEGGING,3600,GERMANIA ST,4,CARONDOLET NEIGHBORHOOD,HIGHWAY 55 SB EXIT RAMP, , ,885986.7,990532.5
18-046056,2018-09,09/27/2018 17:35,Y, , ,1, ,211000,5,DUI-DRVING WHILE INTOXICATED,1215,N KINGSHIGHWAY BLVD,51,AUTO ZONE, ,1215,KINGSHIGHWAY,888084.4,1028777
18-046049,2018-09,09/27/2018 17:42,Y, , ,1, , 36421,6,ROBBERY-COMMERCE PL/STRNGARM/NO INJ/SUCCESS,5000,UNION BLVD,71,FAMILY DOLLAR, ,5000,UNION,892272.6,1040231
18-046076,2018-09,09/27/2018 17:55,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,4484,PENROSE ST,69, , ,4484,PENROSE,895666.4,1035224
18-046076,2018-09,09/27/2018 17:55,Y, , ,1, , 91123,6,SIMPLE ASSAULT-CHILD/NO INJURY,4484,PENROSE ST,69, , ,4484,PENROSE,895666.4,1035224
18-046060,2018-09,09/27/2018 17:55,Y, , ,1, ,115200,4,FRAUD-STEALING BY DECEIT/UNDER $150,1235,WASHINGTON AVE,36,ROSALITA S CANTINA, ,1235,WASHINGTON,906498.3,1019221
18-046054,2018-09,09/27/2018 18:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,I 55 NORTHBOUND / VIRGINIA AVE,1, , , , ,892760.9,993821
18-046052,2018-09,09/27/2018 18:05,Y, , ,1, ,250000,4,LOITERING-BEGGING,3140,OLIVE ST,37, , ,3140,OLIVE,898657.9,1020260
18-046059,2018-09,09/27/2018 18:32,Y, , ,1, ,250000,1,LOITERING-BEGGING,7801,RIVER CITY BLVD,1, ,CARONDELET BLVD/SB 55 CITY, , ,885635.8,990400.6
18-046152,2018-09,09/27/2018 19:00,Y, , ,1, , 65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999",4084,BINGHAM AVE,16, , ,4084,BINGHAM,889254.3,1002088
18-046068,2018-09,09/27/2018 19:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1305,CARROLL ST,33, , ,1305,PALM,904192.3,1012647
18-046072,2018-09,09/27/2018 19:40,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,I 70 EASTBOUND / UNION BLVD,70, , , , ,891197.8,1039591
18-046078,2018-09,09/27/2018 19:49,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,8434,N BROADWAY,74, , , , ,897460.1,1049772
18-046146,2018-09,09/27/2018 20:00,Y, , ,1, , 72140,6,AUTO THEFT-TRUCK/PERM RETNT/ATTEMPT,4132,W KOSSUTH AVE,68, , ,4132,KOSSUTH,898003.9,1033041
18-046082,2018-09,09/27/2018 20:00,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4916,NEOSHO ST,7,SOUTHHAMPTON HEIGHBORHOOD,FRONT PORCH,4916,NEOSHO,883682.1,1001610
18-046117,2018-09,09/27/2018 20:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3621,KOELN AVE,4, , ,3621,KOELN,886665.8,990939.8
18-046081,2018-09,09/27/2018 20:30,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,315,N 9TH ST,35,CULINARIA, ,315,9TH,907779.2,1018012
18-046134,2018-09,09/27/2018 20:30,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5226,ALASKA AVE,1, , ,5226,ALASKA,891988.4,996150.3
18-046089,2018-09,09/27/2018 20:40,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,270,N SKINKER BLVD,46,THE KAYAK, ,276,SKINKER,877134.8,1025569
18-046365,2018-09,09/27/2018 21:00,Y, , ,1, , 51222,1,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,3204,ITASKA ST,16, , ,3204,ITASKA,893955.3,996919.1
18-046206,2018-09,09/27/2018 21:00,Y, , ,1, , 66601,2,"LARCENY-BICYCLES $500 - $24,999",4447,CASTLEMAN AVE,13, , ,4447,CASTLEMAN,888662.1,1013334
18-046142,2018-09,09/27/2018 21:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2726,CHIPPEWA ST,16, , ,2726,CHIPPEWA,897315.7,1002430
18-046085,2018-09,09/27/2018 21:05,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4652,CECIL PL,4, , ,4652,CECIL,882145.5,996730.7
18-046085,2018-09,09/27/2018 21:05,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4652,CECIL PL,4, , ,4652,CECIL,882145.5,996730.7
18-046180,2018-09,09/27/2018 21:15,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1600,PINE ST,36, , ,1600,PINE,904957.8,1018479
18-046086,2018-09,09/27/2018 21:27,Y, , ,1, , 38422,5,ROBBERY CARJACKING /STRNGARM/NO INJ/ATTEMPT,6010,PERSHING AVE,46, ,NORTH CURB, , ,878760.1,1025278
18-046091,2018-09,09/27/2018 21:41,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,1004,SPRUCE ST,35, , ,1004,SPRUCE,906666.7,1015976
18-046113,2018-09,09/27/2018 21:45,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4249,HOLLY AVE,68, , ,4249,HOLLY,897386.6,1034953
18-046106,2018-09,09/27/2018 22:00,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,8880,RIVERVIEW BLVD,74,SPEEDY GAS STATION, , , ,894164.1,1050858
18-046153,2018-09,09/27/2018 22:00,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,8531,CONCORD PL,74, , ,8531,CONCORD,896990.3,1050359
18-046092,2018-09,09/27/2018 22:10,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,1815,ARSENAL ST,22, ,IN THE INTERSECTION, , ,901015.9,1006406
18-046093,2018-09,09/27/2018 22:20,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,5041,LINDENWOOD AVE,14, , ,5041,LINDENWOOD,883710.7,1004773
18-046096,2018-09,09/27/2018 22:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6763,W PARK AVE,44, , ,6763,PARK,876377.6,1017616
18-046260,2018-09,09/27/2018 23:30,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3416,CHEROKEE ST,30, , ,3433,CRITTENDEN,894539.1,1005543
18-046260,2018-09,09/27/2018 23:30,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3416,CHEROKEE ST,30, , ,3433,CRITTENDEN,894539.1,1005543
18-046099,2018-09,09/27/2018 23:30,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4002,ENRIGHT AVE,58, , ,5750,NATURAL BRIDGE,894524.4,1023849
18-046098,2018-09,09/28/2018 00:04,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,5055,ARSENAL ST,13, ,@SCHNUCKS - ARSENAL,5055,ARSENAL,884765.6,1009623
18-046100,2018-09,09/28/2018 00:24,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8430,HALL ST,79,PHILLIPS 66 GAS STATION, , , ,898344.4,1050289
18-046124,2018-09,09/28/2018 00:30,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,5500,VERMONT AVE,1, , ,5500,VERMONT,892475.6,994920
18-046143,2018-09,09/28/2018 00:30,Y, , ,1, , 41015,4,ASSLT-AGGRAV-FIREARM-2ND-ADULT-DOMESTIC,0,N GRAND BLVD / PENROSE ST,67, , ,310,GRAND,902184.6,1031705
18-046103,2018-09,09/28/2018 00:35,Y, , ,1, , 51221,6,BURGLARY-RESIDENCE/NIT/UNLAW ENT/OCCUPIED,4936,HARNEY AVE,71, , ,4946,HARNEY,894930,1039682
18-046104,2018-09,09/28/2018 00:38,Y, , ,1, , 51221,6,BURGLARY-RESIDENCE/NIT/UNLAW ENT/OCCUPIED,1966,E WARNE AVE,66, , ,1966,WARNE,901523.4,1035018
18-046102,2018-09,09/28/2018 00:55,Y, , ,1, ,178200,1,SEX OFFNS-EXPOSURE/EXPOSING PERSON,8300,S BROADWAY,2, ,SOUTH SIDE OF BUILDING, , ,0,0
18-046110,2018-09,09/28/2018 01:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5236,HIGHLAND AVE,52, , ,5236,HIGHLAND,887836.8,1032922
18-046137,2018-09,09/28/2018 01:00,Y, , ,1, , 31421,5,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,0,COTE BRILLIANTE AVE / HAMILTON,50, , ,5900,KENNERLY,882607.4,1034788
18-046108,2018-09,09/28/2018 01:10,Y, , ,1, , 43016,1,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,5020,CHIPPEWA ST,7, ,APT 1E,5020,CHIPPEWA,883835.3,1004228
18-046109,2018-09,09/28/2018 01:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,611,PINE ST,35,KIENER GARAGE, ,100,7TH,908649,1017426
18-046167,2018-09,09/28/2018 02:15,Y, , ,1, , 63601,6,"LARCENY-SHOPLIFT $500 - $24,999",5003,NATURAL BRIDGE AVE,70, , ,5003,NATURAL BRIDGE,891035.4,1035280
18-046112,2018-09,09/28/2018 02:24,Y, , ,1, ,151110,3,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3914,OREGON AVE,16, , ,3900,OREGON,896592.1,1001778
18-046128,2018-09,09/28/2018 02:45,Y, , ,1, , 69602,4,"LARCENY-ALL OTHER $500 - $24,999",2525,NATURAL BRIDGE AVE,60, , ,2525,NATURAL BRIDGE,902938.2,1028795
18-046147,2018-09,09/28/2018 02:47,Y, , ,1, , 69602,4,"LARCENY-ALL OTHER $500 - $24,999",2825,N BROADWAY,64, ,TNT AUTO CENTER,2825,BROADWAY,908315.6,1027088
18-046127,2018-09,09/28/2018 06:05,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,2017,WASHINGTON AVE,36,MAJESTIC LOFTS,APT 203,2017,WASHINGTON,903596.3,1019986
18-046116,2018-09,09/28/2018 06:10,Y, , ,1, , 52112,2,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED,3573,BAMBERGER AVE,15,AMERICA S BEST CONTACT & EYE GLASSE, ,3573,BAMBERGER,891948.5,1004428
18-046139,2018-09,09/28/2018 06:30,Y, , ,1, , 51121,6,BURGLARY-RESIDENCE/DAY/UNLAW ENT/OCCUPIED,5927,PARK LN,73, , ,5927,PARK,891793.2,1048222
18-046230,2018-09,09/28/2018 06:30,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4515,ALICE AVE,68, ,RESIDENCE,4515,ALICE,899700.4,1034108
18-046194,2018-09,09/28/2018 07:00,Y, , ,1, , 44015,6,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,8442,N BROADWAY,74, , ,8422,BROADWAY,897472.3,1049862
18-046252,2018-09,09/28/2018 07:30,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",2,KINGSBURY PL,47, , ,2,KINGSBURY,884690.8,1025541
18-046368,2018-09,09/28/2018 07:30,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,1501,N EUCLID AVE,53, , ,4014,UNION,889160.4,1030039
18-046122,2018-09,09/28/2018 07:33,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,MACKLIND AVE / WHERRY AVE,7, , , , ,882043.8,1003614
18-046121,2018-09,09/28/2018 07:40,Y, , ,1, ,250000,4,LOITERING-BEGGING,1000,N BROADWAY,62, ,WITHIN 20 FEET OF CROSSWALK,1000,BROADWAY,909758.9,1019796
18-046135,2018-09,09/28/2018 07:54,Y, , ,1, ,211000,1,DUI-DRVING WHILE INTOXICATED,4649,DELOR ST,5, , , , ,884750.1,1001378
18-046150,2018-09,09/28/2018 08:00,Y, , ,1, ,183130,6,DRUGS-SALE/HEROIN,4938,NATURAL BRIDGE AVE,55, , ,4938,NATURAL BRIDGE,891592.6,1034795
18-046131,2018-09,09/28/2018 08:00,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3857,JUNIATA ST,15, , ,3857,JUNIATA,892117.5,1008054
18-046129,2018-09,09/28/2018 08:01,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,319,S 4TH ST,35,TUMS BUILDING, ,319,4TH,908625.1,1015638
18-046125,2018-09,09/28/2018 08:06,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,N 13TH ST / CASS AVE,62,CASS BANK, , , ,907596.9,1022461
18-046145,2018-09,09/28/2018 08:25,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",315,CHESTNUT ST,35,HYATT REGENCY HOTEL, ,315,CHESTNUT,909422.4,1016993
18-046133,2018-09,09/28/2018 08:31,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,1616,ST CHARLES ST,36,LOADING DOCK, , , ,905075.9,1019316
18-046136,2018-09,09/28/2018 08:59,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,1,BARNES JEWISH HOSPITAL PLZ,38, ,@1 BARNES HOSPITAL PLZ,1, ,887396.8,1020150
18-046285,2018-09,09/28/2018 10:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4916,LABADIE AVE,55, , ,4916,LABADIE,890790.1,1033307
18-046319,2018-09,09/28/2018 10:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,3607,HAMILTON AVE,50, ,@HOTEL- BUDGET INN, , ,884714.6,1038923
18-046531,2018-09,09/28/2018 10:00,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,3632,RUSSELL BLVD,27, , ,3632,RUSSELL,894391.1,1012367
18-046155,2018-09,09/28/2018 10:08,Y, , ,1, ,182400,2,DRUGS-POSSESSION/MARIJUANA,3719,CHIPPEWA ST,15, , , , ,892365.1,1003401
18-046154,2018-09,09/28/2018 10:55,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,2600,CHOUTEAU AVE,31,QUICK TRIP,@QT - JEFFERSON / CHOUTEAU,2600,JEFFERSON,900507.7,1015458
18-046679,2018-09,09/28/2018 11:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,3136,LEOLA AVE,9, , ,3136,LEOLA,877631.3,1009855
18-046161,2018-09,09/28/2018 11:02,Y, , ,1, ,182999,6,DRUGS-POSSESSION/OTHR UNSPEC DRUG,2127,ALICE AVE,68, ,INSIDE A VACANT RESIDENCE,2129,ALICE,900604.3,1034725
18-046156,2018-09,09/28/2018 11:08,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,2500,S JEFFERSON AVE,23,DOLLAR GENERAL, ,2500,JEFFERSON,899523.6,1009803
18-046158,2018-09,09/28/2018 11:15,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,0,E GRAND AVE / I 70 EASTBOUND,66, , , , ,904580.1,1034005
18-046157,2018-09,09/28/2018 11:27,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8716,RIVERVIEW BLVD,74, , ,8716,RIVERVIEW,894160.1,1049894
18-046160,2018-09,09/28/2018 11:29,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,"@PSB : XY(91008776,101440263)",35, ,@PSB, , ,910087.8,1014403
18-046177,2018-09,09/28/2018 11:30,Y, , ,1, , 10000,5,HOMICIDE,5962,WABADA AVE,50, , ,5962,WABADA,882107,1035764
18-046467,2018-09,09/28/2018 12:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2115,E GRAND BLVD,66, , ,2115,GRAND,902798.5,1032815
18-046200,2018-09,09/28/2018 12:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1840,HOGAN ST,60, , ,1840,HOGAN,905895,1024429
18-046314,2018-09,09/28/2018 12:00,Y, , ,1, , 72140,1,AUTO THEFT-TRUCK/PERM RETNT/ATTEMPT,5915,S BROADWAY,1, , ,5925,BROADWAY,893219.8,992603.3
18-046162,2018-09,09/28/2018 12:05,Y, , ,1, ,250000,4,LOITERING-BEGGING,1300,WASHINGTON AVE,36, , ,1300,WASHINGTON,906270.8,1019053
18-046806,2018-09,09/28/2018 12:07,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,6159,COLUMBIA AVE,11, , ,6159,COLUMBIA,879437.4,1012133
18-046163,2018-09,09/28/2018 12:20,Y, , ,1, ,250000,4,LOITERING-BEGGING,300,CARR ST,35, ,WITHIN 20 FEET OF CROSSWALK,1000,3RD,910117.3,1019851
18-046325,2018-09,09/28/2018 12:35,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",5117,HIGHLAND AVE,52, , ,5117,HIGHLAND,888580.4,1032736
18-046170,2018-09,09/28/2018 12:40,Y, , ,1, , 36111,2,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,5433,SOUTHWEST AVE,13, ,@ FAMILY DOLLAR,5433,SOUTHWEST,883262.9,1011221
18-046171,2018-09,09/28/2018 13:08,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,3100,UNION BLVD,52, ,INTERSECTION OF UNION AND GREER, , ,888551.9,1035068
18-046183,2018-09,09/28/2018 13:40,Y, , ,1, , 63701,6,LARCENY-SHOPLIFT UNDER $500,8971,HALLS FERRY RD,74,FAMILY DOLLAR, ,8971,HALLS FERRY,894664.5,1051378
18-046181,2018-09,09/28/2018 13:44,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,23,S EUCLID AVE,38,CENTRAL TABLE RESTAURANT, ,10,EUCLID,888152.3,1022085
18-046185,2018-09,09/28/2018 13:50,Y, , ,1, ,182999,6,DRUGS-POSSESSION/OTHR UNSPEC DRUG,0,BIRCHER BLVD / CLAXTON AVE,71, , , , ,891162.1,1039934
18-046178,2018-09,09/28/2018 13:50,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1446,PEABODY CT,33, , , , ,904206.2,1013767
18-046212,2018-09,09/28/2018 13:51,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",10842,LOOKAWAY DR,75, , ,10842,LOOKAWAY,910124.6,1067250
18-046250,2018-09,09/28/2018 14:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1200,MARKET ST,36,CITY HALL, ,1200,MARKET,906055.1,1017127
18-046191,2018-09,09/28/2018 14:25,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
18-046184,2018-09,09/28/2018 14:30,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,315,N 9TH ST,35,SCHNUCKS CULINARIA, , , ,907779.2,1018012
18-046193,2018-09,09/28/2018 15:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1510,MALLINCKRODT ST,65, , ,1510,MALLINCKRODT,905843.6,1029206
