Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-040294,2018-08,08/24/2018 10:01,Y, , ,1, ,112010,1,FRAUD-CREDIT DEVICE/OVER $150,3950,KEOKUK ST,16, , ,3950,KEOKUK,890523.8,1002675
18-039857,2018-08,08/24/2018 10:35,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4363,GARFIELD AVE,57, , ,4363,GARFIELD,893454.2,1028977
18-039874,2018-08,08/24/2018 11:00,Y, , ,1, , 43023,1,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 3RD DEGREE,516,LOUGHBOROUGH AVE,1,LYON BLOW SCHOOL,@SCHOOL - BLOW,516,LOUGHBOROUGH,889651.8,990881.3
18-039874,2018-08,08/24/2018 11:00,Y, , ,1, , 91123,1,SIMPLE ASSAULT-CHILD/NO INJURY,516,LOUGHBOROUGH AVE,1,LYON BLOW SCHOOL,@SCHOOL - BLOW,516,LOUGHBOROUGH,889651.8,990881.3
18-040327,2018-08,08/24/2018 11:00,Y, , ,1, , 91124,5,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",5888,DELMAR BLVD,46, , ,400,KINGSHIGHWAY,880077.9,1027128
18-041482,2018-08,08/24/2018 11:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",2331,MICHIGAN AVE,25, , ,2331,MICHIGAN,896426.3,1010344
18-039868,2018-08,08/24/2018 11:02,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,900,N 9TH ST,35, ,HM0W4D 2 OCC WTE CRUZ, , ,908247.9,1019658
18-039866,2018-08,08/24/2018 11:30,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3819,CALIFORNIA AVE,16, , ,3819,CALIFORNIA,896829.7,1002370
18-039884,2018-08,08/24/2018 11:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,6085,W FLORISSANT AVE,73, , ,6085,FLORISSANT,890768,1047812
18-039895,2018-08,08/24/2018 12:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,0,BLAINE AVE / KLEMM ST,28, , , , ,890840.4,1014813
18-040166,2018-08,08/24/2018 12:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3447,MAGNOLIA AVE,25, , ,3447,MAGNOLIA,894861.5,1009678
18-040536,2018-08,08/24/2018 12:00,Y, , ,1, , 71040,2,AUTO THEFT-PERM RETNT/ATTEMPT,4472,BECK AVE,15,REAR LOT, ,4472,BECK,886251.3,1004478
18-039880,2018-08,08/24/2018 12:06,Y, , ,1, , 36111,6,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,4963,NATURAL BRIDGE AVE,69, ,@SUBWAY - NATURAL BRIDGE,4963,NATURAL BRIDGE,891511.7,1035148
18-039875,2018-08,08/24/2018 12:15,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,4500,N BROADWAY,64, , , , ,905164,1033720
18-039877,2018-08,08/24/2018 12:20,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,ARSENAL ST / I 55 SOUTHBOUND,22, ,ALIAS ARSENAL/NB 55, , ,901454.8,1006277
18-039888,2018-08,08/24/2018 12:40,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,4930,CHRISTY BLVD,5,BURLINGTON COAT FACTORY,BURLINGTON COAT FACTORY,4930,CHRISTY,884082.3,1001677
18-039969,2018-08,08/24/2018 12:45,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",6209,HOFFMAN AVE,11, , ,6209,HOFFMAN,879235,1010497
18-040697,2018-08,08/24/2018 13:00,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",4300,DELMAR BLVD,38, , ,4300,DELMAR,892091.1,1024751
18-040358,2018-08,08/24/2018 13:00,Y, , ,1, , 51112,3,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3722,LOUISIANA AVE,19, , ,3722,LOUISIANA,894503.1,1003372
18-039904,2018-08,08/24/2018 13:00,Y, , ,1, , 69703,5,LARCENY-ALL OTH/FRM PRSN/UNDER $500,4400,PAGE BLVD,54, , ,4400,PAGE,892359.2,1027174
18-040283,2018-08,08/24/2018 13:15,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,2126,WYOMING ST,22, , ,2126,WYOMING,899569.5,1006080
18-039907,2018-08,08/24/2018 14:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1410,BENTON ST,63, ,RESIDENCE,1410,BENTON,906776.8,1025154
18-040335,2018-08,08/24/2018 14:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",5734,WELLS AVE,78, , ,5734,WELLS,883074.3,1032986
18-039953,2018-08,08/24/2018 14:00,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1518,LASALLE LN,33,OLD FRENCH TOWN APARTMENTS,DOWNSTAIRS,1518,LASALLE,903974.9,1014261
18-039898,2018-08,08/24/2018 14:03,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",100,N 7TH ST,35,HOOTERS, ,100,7TH,908422.1,1017299
18-039905,2018-08,08/24/2018 14:50,Y, , ,1, , 65711,1,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT,4550,GUSTINE AVE,16, , ,4550,GUSTINE,890255.3,1000104
18-039944,2018-08,08/24/2018 15:00,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,5624,S GRAND BLVD,1, , ,5624,GRAND,890383.1,995729.9
18-040999,2018-08,08/24/2018 15:00,Y, , ,1, , 51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1449,N 14TH ST,61, , ,1449,14TH,906936.6,1022417
18-039999,2018-08,08/24/2018 15:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",3560,SCOTT AVE,37,METROLINK @ GRAND, ,3560,SCOTT,895862.9,1018182
18-040274,2018-08,08/24/2018 15:30,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,0,CASS AVE / GLASGOW AVE,59, , , , ,900847.7,1024232
18-039920,2018-08,08/24/2018 15:48,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,N BROADWAY / E CARRIE AVE,79, , , , ,900400.6,1038447
18-039929,2018-08,08/24/2018 16:00,Y, , ,1, , 41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,901,S VANDEVENTER AVE,39,COMMERCE BANK,BANK PARKING LOT,901,VANDEVENTER,892021.8,1017877
18-039929,2018-08,08/24/2018 16:00,Y, , ,1, , 41023,2,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,901,S VANDEVENTER AVE,39,COMMERCE BANK,BANK PARKING LOT,901,VANDEVENTER,892021.8,1017877
18-040019,2018-08,08/24/2018 16:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1470,S VANDEVENTER AVE,28, , ,1470,VANDEVENTER,890522.1,1015909
18-039918,2018-08,08/24/2018 16:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,CHIPPEWA ST / MERAMEC ST,5, , , , ,888307.8,1003860
18-040331,2018-08,08/24/2018 16:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6127,MICHIGAN AVE,1, , ,6127,MICHIGAN,891986.5,992847.1
18-039929,2018-08,08/24/2018 16:00,Y, , ,1, , 41023,2,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,901,S VANDEVENTER AVE,39,COMMERCE BANK,BANK PARKING LOT,901,VANDEVENTER,892021.8,1017877
18-040211,2018-08,08/24/2018 16:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3405,JUNIATA ST,25, , ,3405,JUNIATA,894998.4,1007660
18-041315,2018-08,08/24/2018 16:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5328,QUEENS AVE,71, , ,5328,QUEENS,894035.4,1040107
18-039915,2018-08,08/24/2018 16:19,Y, , ,1, ,263299,2,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,I 44 EASTBOUND / S VANDEVENTER,13, , , , ,888838.9,1014234
18-039926,2018-08,08/24/2018 16:33,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4248,DELOR ST,5, , ,4248,DELOR,887168,1000272
18-039931,2018-08,08/24/2018 16:35,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,N BROADWAY / RIVERVIEW DR,74, , , , ,897816.4,1053556
18-039940,2018-08,08/24/2018 16:50,Y, , ,1, , 71030,2,AUTO THEFT-PERM RETNT/JOY RIDE,4000,GRAVOIS AVE,15,JOHNS AUTO SALES, ,4000,GRAVOIS,890749.3,1003870
18-039936,2018-08,08/24/2018 16:50,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,FOREST PARK AVE / S GRAND BLVD,37, , , , ,896187.8,1019510
18-040560,2018-08,08/24/2018 17:00,Y, , ,1, , 51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,2747,BACON ST,59, , ,2747,BACON,899845.3,1026989
18-039941,2018-08,08/24/2018 17:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5949,COTE BRILLIANTE AVE,50, , ,5949,COTE BRILLIANTE,882201.9,1035135
18-040553,2018-08,08/24/2018 17:00,Y, , ,1, , 71040,1,AUTO THEFT-PERM RETNT/ATTEMPT,7877,COSTA PL,1, , ,7877,COSTA,886296.4,989353
18-039937,2018-08,08/24/2018 17:06,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5106,PALM ST,52, ,APT 2E,5106,PALM,890291.5,1035247
18-039971,2018-08,08/24/2018 17:30,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,3522,CALIFORNIA AVE,19, , ,3522,CALIFORNIA,897305.9,1004250
18-039943,2018-08,08/24/2018 17:57,Y, , ,1, ,182400,2,DRUGS-POSSESSION/MARIJUANA,3601,GRAVOIS AVE,15,WHITE CASTLES, , , ,893304.5,1004727
18-040035,2018-08,08/24/2018 18:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,0,CRITTENDEN ST / SALENA ST,22, , ,3001,SALENA,900707.8,1006975
18-039982,2018-08,08/24/2018 18:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",604,PINE ST,35, , ,604,PINE,908422.1,1017299
18-039945,2018-08,08/24/2018 18:08,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5256,ST LOUIS AVE,52, , , , ,888372.7,1034263
18-039949,2018-08,08/24/2018 19:00,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,3826,IOWA AVE,16, , ,3826,IOWA,897329.9,1002225
18-039949,2018-08,08/24/2018 19:00,Y, , ,1, , 43012,3,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,3826,IOWA AVE,16, , ,3826,IOWA,897329.9,1002225
18-039948,2018-08,08/24/2018 19:16,Y, , ,1, ,229999,2,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,3451,S GRAND BLVD,15, , ,3951,GRAND,893402.3,1005449
18-040745,2018-08,08/24/2018 19:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,4341,MANCHESTER AVE,39, , ,4341,MANCHESTER,889228.1,1017260
18-039954,2018-08,08/24/2018 19:31,Y, , ,1, , 91123,5,SIMPLE ASSAULT-CHILD/NO INJURY,4565,MCMILLAN AVE,54, , ,4565,MCMILLAN,890590.1,1027038
18-039954,2018-08,08/24/2018 19:31,Y, , ,1, , 91123,5,SIMPLE ASSAULT-CHILD/NO INJURY,4565,MCMILLAN AVE,54, , ,4565,MCMILLAN,890590.1,1027038
18-040441,2018-08,08/24/2018 20:00,Y, , ,1, , 66701,5,LARCENY-BICYCLES UNDER $500,6151,WASHINGTON BLVD,46, , ,6151,WASHINGTON,877363.1,1027219
18-041292,2018-08,08/24/2018 20:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",414,N 23RD ST,36, , ,414,23RD,902450.4,1019799
18-039956,2018-08,08/24/2018 20:12,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,1500,LAFAYETTE AVE,33,FIELDS FOODS, ,1500,LAFAYETTE,903565.4,1012169
18-040031,2018-08,08/24/2018 20:22,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,5277,LINDELL BLVD,38, , ,5277,LINDELL,884878.1,1023911
18-040024,2018-08,08/24/2018 21:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,2035,MAURY AVE,13, , ,2035,MAURY,887873.3,1012882
18-039993,2018-08,08/24/2018 21:00,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,3601,PARIS AVE,56, , ,3601,PARIS,894910.8,1032658
18-039959,2018-08,08/24/2018 21:00,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,4706,PAGE BLVD,54, , ,4706,PAGE,890012.9,1028506
18-040380,2018-08,08/24/2018 21:00,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,2623,CAROLINE ST,31, , ,2623,CAROLINE,899866.6,1014594
18-039970,2018-08,08/24/2018 21:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3644,ARSENAL ST,15, , ,3644,ARSENAL,893372.6,1008393
18-040896,2018-08,08/24/2018 21:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N GRAND BLVD / PENROSE ST,67, , , , ,902184.6,1031705
18-039964,2018-08,08/24/2018 21:00,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,3501,ARKANSAS AVE,19, , ,3501,ARKANSAS,893927.4,1004887
18-039960,2018-08,08/24/2018 21:25,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3900,RAY AVE,16, ,APARTMENT,3900,RAY,890121.5,1002702
18-040499,2018-08,08/24/2018 21:25,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3900,RAY AVE,16, , ,3900,RAY,890121.5,1002702
18-039985,2018-08,08/24/2018 21:30,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4040,OLIVE ST,38, , ,4040,OLIVE,893502.2,1022984
18-039985,2018-08,08/24/2018 21:30, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4040,OLIVE ST,38, , ,4040,OLIVE,893502.2,1022984
18-039966,2018-08,08/24/2018 21:54,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5621,ENRIGHT AVE,48, , ,5629,ENRIGHT,882262.8,1027291
18-039966,2018-08,08/24/2018 21:54,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5621,ENRIGHT AVE,48, , ,5629,ENRIGHT,882262.8,1027291
18-039966,2018-08,08/24/2018 21:54,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5621,ENRIGHT AVE,48, , ,5629,ENRIGHT,882262.8,1027291
18-040146,2018-08,08/24/2018 22:00,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",7859,COSTA PL,1, ,APT H,7859,COSTA,886296.4,989353
18-040045,2018-08,08/24/2018 22:00,Y, , ,1, , 51221,3,BURGLARY-RESIDENCE/NIT/UNLAW ENT/OCCUPIED,3749,OHIO AVE,19, , ,3749,OHIO,897586.8,1002611
18-040008,2018-08,08/24/2018 22:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3317,N EUCLID AVE,55, , ,3317,EUCLID,891304.8,1034010
18-039965,2018-08,08/24/2018 22:32,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4558,EVANS AVE,54, , , , ,891318.8,1028245
18-039963,2018-08,08/24/2018 23:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,9000,RIVERVIEW BLVD,74, , , , ,894288.4,1051722
18-039974,2018-08,08/24/2018 23:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4344,KENNERLY AVE,57, ,REAR PARKING LOT,4344,KENNERLY,894130.6,1030022
18-040011,2018-08,08/24/2018 23:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3016,CHEROKEE ST,19, , ,3016,CHEROKEE,896181.5,1005282
18-040126,2018-08,08/24/2018 23:00,Y, , ,1, , 32421,5,ROBBERY-RESIDENCE/STRNGARM/NO INJ/SUCCESS,1610,N KINGSHIGHWAY BLVD,55,WARWOOD APTS, ,1610,KINGSHIGHWAY,888692.6,1030783
18-039968,2018-08,08/24/2018 23:19,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,S BROADWAY / CERRE ST,35, , , , ,908252.1,1014911
18-040208,2018-08,08/25/2018 00:01,Y, , ,1, , 41016,3,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,1511,S TUCKER BLVD,33, , ,1511,TUCKER,904500.9,1012551
18-040015,2018-08,08/25/2018 00:15,Y, , ,1, , 51222,3,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,1712,S 13TH ST,33, , ,1712,13TH,903873.4,1012063
18-039976,2018-08,08/25/2018 01:02,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3667,N BROADWAY,64, , , , ,907164.2,1030212
18-039975,2018-08,08/25/2018 01:24,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,0,N GRAND BLVD / N MARKET ST,59, , , , ,899069,1026100
18-039979,2018-08,08/25/2018 01:42,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,748,S 4TH ST,35,PARKING GARAGE, , , ,908279.9,1014201
18-039977,2018-08,08/25/2018 01:44,Y, , ,1, , 38111,3,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,2916,RUTGER ST,31, , ,2916,RUTGER,898339.6,1015069
18-039978,2018-08,08/25/2018 01:54,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5155,ENRIGHT AVE,51, , ,5155,ENRIGHT,886233.1,1026925
18-039980,2018-08,08/25/2018 02:35,Y, , ,1, ,263299,2,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,I 44 EASTBOUND / S VANDEVENTER,13, , ,3447,LAWN,888838.9,1014234
18-039981,2018-08,08/25/2018 02:45,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5816,DR MARTIN LUTHER KING DR,78,BRYANT ALTERATIONS, ,5816,DR MARTIN LUTHER KING,882978.7,1033665
18-040057,2018-08,08/25/2018 03:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 14TH ST / WARREN ST,63, , , , ,906801.9,1025626
18-040021,2018-08,08/25/2018 03:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1384,GRANVILLE PL,78, , ,1384,GRANVILLE,884395.1,1031309
18-039983,2018-08,08/25/2018 03:05,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4636,S COMPTON AVE,17, , ,4636,COMPTON,894193.4,997271.3
18-039986,2018-08,08/25/2018 03:10,Y, , ,1, , 41021,1,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,3225,DELOR ST,16, , ,3225,DELOR,893691.3,996492
18-039984,2018-08,08/25/2018 03:30,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",2164,LAFAYETTE AVE,32, , ,2164,LAFAYETTE,900512.8,1012625
18-039987,2018-08,08/25/2018 04:10,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4437,TENNESSEE AVE,16, , ,4509,TENNESSEE,892834.7,999121.4
18-039991,2018-08,08/25/2018 04:30,Y, , ,1, , 42015,4,ASSLT-AGGRV-KNIFE/CUT-2ND-ADULT-DOMESTIC,809,COLE ST,62, , ,809,COLE,908631.4,1019998
18-039992,2018-08,08/25/2018 05:15,Y, , ,1, , 52222,5,BURGLARY-BUSINESS/NIT/UNLAW ENT/UNOCCUPIED,5750,LOTUS AVE,50,STOWE SCHOOL, ,5750,LOTUS,883758,1034235
18-040044,2018-08,08/25/2018 06:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5434,NATURAL BRIDGE AVE,50, , ,3449,ARLINGTON,888336.9,1036762
18-040337,2018-08,08/25/2018 07:00,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",5433,EICHELBERGER ST,7, , ,5433,EICHELBERGER,881280,1000827
18-040190,2018-08,08/25/2018 07:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8450,GAST PL,74, ,@BADEN HOUSE APT 355,8450,GAST,896704.1,1049972
18-039998,2018-08,08/25/2018 07:50,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4660,S SPRING AVE,16, ,APT 1,4660,SPRING,890690.6,999312.3
18-040002,2018-08,08/25/2018 08:15,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1441,OFALLON ST,61, , ,1441,OFALLON,906561.6,1022276
18-040001,2018-08,08/25/2018 08:30,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,430,S 15TH ST,36, ,@GREYHOUND,430,15TH,904845.8,1016613
18-040000,2018-08,08/25/2018 08:58,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,5010,ENRIGHT AVE,51, , ,5010,ENRIGHT,887696.4,1026535
18-040279,2018-08,08/25/2018 09:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8503,RIVERVIEW BLVD,73, , ,8503,RIVERVIEW,893187.7,1048424
18-040023,2018-08,08/25/2018 09:09,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,205,N 9TH ST,35,MARK TWAIN, ,205,9TH,907619.9,1017799
18-040004,2018-08,08/25/2018 09:10,Y, , ,1, , 36111,2,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,2321,MCCAUSLAND AVE,10,O REILLYS AUTO PARTS, ,2321,MCCAUSLAND,874571.1,1012739
18-040009,2018-08,08/25/2018 09:32,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",2625,LAFAYETTE AVE,31, ,@HOTEL- HOLIDAY INN EXPRESS,2625,LAFAYETTE,899595.5,1013003
18-040016,2018-08,08/25/2018 10:00,Y, , ,1, , 42011,2,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,2385,HAMPTON AVE,13, , ,2507,HAMPTON,880875.3,1011781
18-040010,2018-08,08/25/2018 10:00,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,0,CHIPPEWA ST / MINNESOTA AVE,16, , , , ,895726.6,1002881
18-040016,2018-08,08/25/2018 10:00,Y, , ,1, , 42011,2,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,2385,HAMPTON AVE,13, , ,2507,HAMPTON,880875.3,1011781
18-040014,2018-08,08/25/2018 10:35,Y, , ,1, ,182400,3,DRUGS-POSSESSION/MARIJUANA,3707,MICHIGAN AVE,19, , , , ,895496.5,1003575
18-040017,2018-08,08/25/2018 11:15,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S GRAND BLVD / POTOMAC ST,25, , ,3721,GRAND,893567.4,1005225
18-040169,2018-08,08/25/2018 11:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S BROADWAY / WALNUT ST,35, , , , ,908646.5,1016474
18-040066,2018-08,08/25/2018 12:00,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4718,HAMMETT PL,55, , ,4718,HAMMETT,891073.4,1030638
18-040555,2018-08,08/25/2018 12:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",35,S GRAND BLVD,37, , , , ,896073.6,1019677
18-041141,2018-08,08/25/2018 12:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4454,GANNETT ST,5, , ,4454,GANNETT,885664.4,1001908
18-040027,2018-08,08/25/2018 12:56,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,ARSENAL ST / S SPRING AVE,15, , , , ,892829,1008585
18-040032,2018-08,08/25/2018 13:00,Y, , ,1, , 82000,1,ARSON-2ND DEGREE/SUCCESS,4351,LOUISIANA AVE,16, ,@SCHOOL - CLEVELAND ROTC,4352,LOUISIANA,893514.3,999290.8
18-040067,2018-08,08/25/2018 13:30,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",1,GOVERNMENT DR,82,ST LOUIS ZOO, ,1,GOVERNMENT,880639.5,1020186
18-040396,2018-08,08/25/2018 13:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 16TH ST / DELMAR BLVD,36, , ,701,15TH,905555.1,1019971
18-040030,2018-08,08/25/2018 13:44,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,CARTER AVE / PRAIRIE AVE,67, , , , ,901391.7,1032918
18-040033,2018-08,08/25/2018 13:50,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3943,KEOKUK ST,16, ,A TPA A,3943,KEOKUK,890593.2,1002869
18-040070,2018-08,08/25/2018 15:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5050,HIGHLAND AVE,52, , ,5050,HIGHLAND,888888.9,1032332
18-040152,2018-08,08/25/2018 15:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,S BROADWAY / WALNUT ST,35, , , , ,908646.5,1016474
18-040975,2018-08,08/25/2018 15:00,Y, , ,1, , 51330,4,BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY,3317,N FLORISSANT AVE,65, , ,3317,FLORISSANT,904714.9,1028126
18-040600,2018-08,08/25/2018 15:30,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",3252,CHEROKEE ST,30, , ,3252,CHEROKEE,895165,1005649
